title,vote_average
The Empire Strikes Back,8.2
The Princess Bride,7.6
Raiders of the Lost Ark,7.7
Brazil,7.6
Aliens,7.7
"The Good, the Bad and the Ugly",8.1
Withnail & I,7.4
12 Angry Men,8.2
Lawrence of Arabia,7.8
A Clockwork Orange,8.0
To Kill a Mockingbird,7.9
Apocalypse Now,8.0
Once Upon a Time in the West,8.1
Return of the Jedi,7.9
Wings of Desire,7.5
The Third Man,7.9
GoodFellas,8.2
Alien,7.9
Army of Darkness,7.3
The Big Blue,7.6
Ran,7.9
The Killer,7.6
Psycho,8.3
The Blues Brothers,7.5
The Godfather: Part II,8.3
Full Metal Jacket,7.9
A Grand Day Out,7.4
Henry V,7.4
Amadeus,7.8
The Quiet Man,7.3
Once Upon a Time in America,8.3
Raging Bull,7.7
Annie Hall,7.8
The Right Stuff,7.4
Stalker,7.8
Das Boot,7.9
The Sting,7.9
Harold and Maude,7.7
Trust,6.5
The Seventh Seal,7.9
Local Hero,7.0
The Terminator,7.4
Braindead,7.4
Glory,7.4
Rosencrantz & Guildenstern Are Dead,7.3
Manhattan,7.8
Miller's Crossing,7.5
Dead Poets Society,8.1
The Graduate,7.6
Touch of Evil,7.6
La Femme Nikita,7.0
The Bridge on the River Kwai,7.7
8½,7.9
Chinatown,7.9
The Day the Earth Stood Still,7.3
The Treasure of the Sierra Madre,7.9
Bad Taste,6.4
Duck Soup,7.6
Better Off Dead...,6.8
The Shining,8.1
Stand by Me,7.8
M,8.0
Evil Dead II,7.5
The Great Escape,7.8
The Deer Hunter,7.8
Diva,6.7
Groundhog Day,7.4
Unforgiven,7.7
The Manchurian Candidate,7.7
Pump up the Volume,7.0
Arsenic and Old Lace,7.4
Back to the Future,8.0
Fried Green Tomatoes,7.6
Patton,7.3
Down by Law,7.2
Akira,7.8
Highlander,6.8
Cool Hand Luke,7.7
Cyrano de Bergerac,6.8
Young Frankenstein,7.7
Night on Earth,7.5
Raise the Red Lantern,7.8
The Great Dictator,8.1
Fantasia,7.2
High Noon,7.6
The Big Sleep,7.6
Heathers,7.3
Somewhere in Time,7.1
Ben-Hur,7.5
This Is Spinal Tap,7.6
Koyaanisqatsi,7.7
Some Kind of Wonderful,6.9
Indiana Jones and the Last Crusade,7.6
Being There,7.7
Gandhi,7.4
The Unbearable Lightness of Being,7.0
A Room with a View,6.9
Real Genius,6.6
Pink Floyd: The Wall,7.7
The Killing Fields,7.5
My Life as a Dog,7.3
Forbidden Planet,7.2
Field of Dreams,7.1
The Man Who Would Be King,7.6
Butch Cassidy and the Sundance Kid,7.4
"Paris, Texas",7.7
Until the End of the World,6.3
When Harry Met Sally...,7.3
Hype!,6.8
Santa with Muscles,3.5
Female Perversions,5.4
Mad Dog Time,6.2
Breathing Room,0.0
Paris Was a Woman,7.0
I'm Not Rappaport,6.2
Blue Juice,3.6
Alien³,6.2
An American Werewolf in London,7.2
Amityville: It's About Time,4.1
Amityville 3-D,4.0
Amityville: Dollhouse,3.5
Amityville: A New Generation,2.8
Amityville II: The Possession,5.9
The Amityville Horror,6.2
The Amityville Curse,2.7
Blood for Dracula,5.8
April Fool's Day,5.8
Audrey Rose,5.8
The Believers,6.2
The Birds,7.3
The Blob,6.2
Blood Beach,4.9
Body Parts,5.6
The Body Snatcher,6.8
Dracula,7.1
Bride of Frankenstein,7.4
Burnt Offerings,6.6
Candyman,6.2
Cape Fear,7.0
Cape Fear,7.2
Carrie,7.0
Cat People,6.0
A Nightmare on Elm Street,7.2
Nosferatu,7.7
Vampire in Venice,8.5
The Omen,7.2
Blood and Wine,5.5
Albino Alligator,5.6
The Mirror Has Two Faces,6.5
Breaking the Waves,7.2
Nightwatch,6.2
Star Trek: First Contact,7.0
Shine,7.3
Sling Blade,7.4
Jingle All the Way,5.5
Identification of a Woman,5.8
Paradise Lost: The Child Murders at Robin Hood Hills,7.9
The Preacher's Wife,5.4
Zero Kelvin,6.4
Ridicule,7.4
The Crucible,6.7
101 Dalmatians,5.6
The Forbidden Christ,5.5
I Can't Sleep,5.0
Die Hard 2,6.6
Star Trek: The Motion Picture,6.2
Star Trek VI: The Undiscovered Country,6.7
Star Trek V: The Final Frontier,5.6
Star Trek II: The Wrath of Khan,7.3
Star Trek III: The Search for Spock,6.4
Star Trek IV: The Voyage Home,6.9
Batman Returns,6.6
Young Guns,6.6
Young Guns II,6.3
Grease,7.2
Grease 2,4.9
Marked for Death,5.6
Adrenalin: Fear the Rush,3.9
The Substance of Fire,6.0
Under Siege,6.1
Terror in a Texas Town,7.1
Jaws,7.5
Jaws 2,5.9
Jaws 3-D,4.2
My Fellow Americans,6.3
Mars Attacks!,6.1
Citizen Ruth,6.8
Jerry Maguire,6.7
Raising Arizona,7.2
Tin Men,6.8
Sneakers,6.7
Bastard Out of Carolina,7.3
In Love and War,6.0
Marvin's Room,6.6
Somebody Is Waiting,0.0
Ghosts of Mississippi,6.2
Night Falls on Manhattan,6.6
Beavis and Butt-Head Do America,6.5
La Cérémonie,7.0
Scream,7.0
The Last of the Mohicans,7.1
Michael,5.5
The Evening Star,5.8
Hamlet,7.3
Some Mother's Son,7.0
The Whole Wide World,6.4
Mother,6.8
Thieves,7.0
Evita,5.9
The Portrait of a Lady,6.3
Walkabout,7.4
Message to Love: The Isle of Wight Festival,6.4
Murder at 1600,5.8
Hearts and Minds,0.0
Inside,0.0
Fierce Creatures,6.0
Zeus & Roxanne,4.2
Turbulence,5.2
Angel Baby,7.7
First Strike,6.5
Underworld,6.0
Beverly Hills Ninja,5.5
Metro,5.3
The Machine,4.5
Falling in Love Again,6.1
The Cement Garden,7.2
Dante's Peak,5.8
Meet Wally Sparks,5.3
Amos & Andrew,5.0
Benny & Joon,6.9
Prefontaine,6.7
A Tickle in the Heart,0.0
Guantanamera,8.0
McHale's Navy,4.4
Kolya,7.5
Gridlock'd,6.8
Fire on the Mountain,0.0
Waiting for Guffman,7.4
Prisoner of the Mountains,6.6
The Beautician and the Beast,5.2
SubUrbia,6.4
Hotel de Love,4.3
The Pest,5.0
Fools Rush In,5.8
Touch,6.0
Absolute Power,6.4
That Darn Cat,3.9
Vegas Vacation,6.0
That Old Feeling,7.1
Lost Highway,7.5
Rosewood,6.7
Donnie Brasco,7.4
Salut cousin !,3.3
Booty Call,5.6
Rhyme & Reason,6.3
Boys Life 2,5.0
City of Industry,5.6
Best Men,5.6
Jungle 2 Jungle,4.9
Kama Sutra - A Tale of Love,5.7
Private Parts,6.7
Love Jones,8.1
The Saint,5.9
Smilla's Sense of Snow,6.6
The Van,5.9
Crash,6.5
The Daytrippers,6.2
Liar Liar,6.4
The Quiet Room,5.0
Selena,7.1
The Devil's Own,5.9
Cats Don't Dance,7.1
B.A.P.S.,4.2
Love and Other Catastrophes,5.8
Turbo: A Power Rangers Movie,4.6
Anna Karenina,6.4
Double Team,4.4
Inventing the Abbotts,6.4
Anaconda,4.8
Grosse Pointe Blank,6.9
Keys to Tulsa,4.9
Kissed,7.0
8 Heads in a Duffel Bag,5.4
Hollow Reed,6.8
Paradise Road,6.2
Traveller,5.9
All Over Me,5.9
A Brother's Kiss,8.0
A Chef in Love,3.5
Romy and Michele's High School Reunion,6.0
Temptress Moon,7.2
Volcano,5.2
Children of the Revolution,5.3
Austin Powers: International Man of Mystery,6.5
Breakdown,6.6
Broken English,7.0
Commandments,5.3
Ripe,4.0
"Truth or Consequences, N.M.",5.7
The Turning,0.0
Warriors of Virtue,4.7
Fathers' Day,5.1
The Fifth Element,7.3
Nowhere,6.3
Losing Chase,3.9
Sprung,5.0
The Promise,5.0
Le Bonheur,7.0
Love! Valour! Compassion!,5.7
Shall We Dance?,7.2
The Second Jungle Book: Mowgli & Baloo,3.2
Twin Town,6.6
Addicted to Love,6.1
Brassed Off,6.9
The Lost World: Jurassic Park,6.2
Ponette,7.5
Schizopolis,6.4
Shiloh,5.7
The War at Home,6.9
Rough Magic,6.3
Trial and Error,5.3
Buddy,3.9
Con Air,6.5
The Pillow Book,6.9
To Have (Or Not),0.0
Speed 2: Cruise Control,4.1
Squeeze,6.0
Sudden Manhattan,6.0
Wedding Bell Blues,5.5
Batman & Robin,4.2
Dream with the Fishes,7.7
Roseanna's Grave,6.3
Head Above Water,5.8
Hercules,7.3
The Last Time I Committed Suicide,6.7
MURDER and murder,8.0
My Best Friend's Wedding,6.4
Tetsuo II: Body Hammer,5.6
When the Cat's Away,6.1
Contempt,7.5
Face/Off,6.8
Fall,7.2
Gabbeh,7.5
Mondo,7.0
The Innocent Sleep,0.0
For Ever Mozart,8.0
Men in Black,6.9
Out to Sea,5.8
Wild America,5.8
A Simple Wish,5.5
Contact,7.2
Love Serenade,6.0
G.I. Jane,6.0
Conan the Barbarian,6.6
George of the Jungle,5.4
Cop Land,6.6
Event Horizon,6.4
Spawn,5.0
Air Bud,5.3
Picture Perfect,5.1
In the Company of Men,6.8
Free Willy 3: The Rescue,5.6
Career Girls,7.4
Conspiracy Theory,6.5
Desperate Measures,5.9
Steel,4.2
She's So Lovely,5.3
Hoodlum,6.5
Leave it to Beaver,5.2
Mimic,5.7
Money Talks,6.0
Excess Baggage,5.6
Kull the Conqueror,5.2
Air Force One,6.2
One Eight Seven,6.5
The Hunt for Red October,7.2
My Own Private Idaho,7.1
"Kiss Me, Guido",4.4
Star Maps,5.3
In & Out,6.3
The Edge,6.8
The Peacemaker,5.8
L.A. Confidential,7.7
Seven Years in Tibet,7.0
Kiss the Girls,6.2
Soul Food,6.6
Kicked in the Head,5.0
Wishmaster,5.6
A Thousand Acres,5.7
The Game,7.5
Fire Down Below,5.0
U Turn,6.5
The Locusts,3.8
The Matchmaker,6.1
The Assignment,6.6
A Smile Like Yours,3.2
Ulee's Gold,6.5
The Ice Storm,6.9
Stag,5.8
Chasing Amy,6.7
Def Jam's How to Be a Player,5.4
The Full Monty,6.9
Alive and Kicking,0.0
Mrs Brown,6.6
I Know What You Did Last Summer,5.6
The Devil's Advocate,7.2
RocketMan,5.4
Playing God,5.6
The House of Yes,6.3
"Fast, Cheap & Out of Control",8.3
Washington Square,7.4
Telling Lies In America,6.3
Year of the Horse,3.8
Gattaca,7.5
FairyTale: A True Story,6.2
Phantoms,5.2
Swept from the Sea,6.5
Wonderland,0.0
A Life Less Ordinary,6.2
Hurricane Streets,4.8
Eve's Bayou,6.3
Switchback,5.8
Gang Related,6.5
Stripes,6.5
Nenette and Boni,8.0
Bean,6.3
Hugo Pool,5.2
Mad City,5.9
One Night Stand,5.7
The Tango Lesson,6.4
Welcome to Sarajevo,6.5
Deceiver,6.6
The Rainmaker,6.7
Boogie Nights,7.5
Witness,7.0
Incognito,6.3
Starship Troopers,6.7
Critical Care,6.1
The Joy Luck Club,7.1
Chairman of the Board,2.7
Sliding Doors,6.6
Mortal Kombat: Annihilation,3.8
The Truman Show,7.8
The Wings of the Dove,6.9
Mrs. Dalloway,5.4
"I Love You, I Love You Not",5.0
Red Corner,5.9
The Jackal,6.1
Anastasia,7.4
The Man Who Knew Too Little,6.5
Alien: Resurrection,5.9
Alien Escape,4.5
Amistad,6.8
The Apostle,6.1
Artemisia,6.2
Bent,6.3
Bang,6.0
The Boys,5.4
The Butcher Boy,6.7
Deconstructing Harry,7.3
Flubber,5.3
For Richer or Poorer,5.6
Good Will Hunting,7.9
Home Alone 3,5.1
Ill Gotten Gains,0.0
Man of Her Dreams,0.0
Midnight in the Garden of Good and Evil,6.3
MouseHunt,6.2
Office Killer,5.0
Other Voices Other Rooms,10.0
Scream 2,6.1
Stranger in the House,0.0
The Sweet Hereafter,6.8
Time Tracers,0.0
Titanic,7.5
Tomorrow Never Dies,6.0
Twisted,4.5
Full Speed,6.6
The Education of Little Tree,0.0
The Postman,6.1
The Horse Whisperer,6.7
The Winter Guest,6.9
Jackie Brown,7.3
Kundun,6.8
Mr. Magoo,3.9
The Big Lebowski,7.8
Afterglow,7.2
My Life in Pink,7.2
Great Expectations,6.4
3 Ninjas: High Noon at Mega Mountain,3.9
Men of Means,0.0
Caught Up,4.3
Firestorm,4.7
Senseless,5.8
Wag the Dog,6.7
Dark City,7.2
The Leading Man,0.0
Star Kid,4.9
Hard Rain,5.5
Half Baked,6.4
Fallen,6.6
Shooting Fish,7.0
The Prophecy II,5.9
Fallen Angels,7.7
Four Days in September,7.3
Spice World,4.7
Deep Rising,6.0
Tainted,5.5
A Letter from Death Row,2.0
Music from Another Room,5.7
Mother and Son,7.6
The Replacement Killers,6.0
B. Monkey,5.8
The Night Flier,5.7
Blues Brothers 2000,5.2
Tokyo Fist,6.6
Ride,6.8
The Wedding Singer,6.5
Sphere,5.8
Ayn Rand: A Sense of Life,7.2
A Further Gesture,0.0
Little City,6.0
Palmetto,5.7
As Good as It Gets,7.2
King of New York,6.5
A Paralyzing Fear: The Story of Polio in America,0.0
Men with Guns,0.0
Twilight,6.1
U.S. Marshals,6.2
Welcome to Woop Woop,6.4
Love and Death on Long Island,6.9
Midaq Alley,6.4
In God's Hands,5.0
Everest,6.3
Hush,5.9
Suicide Kings,6.7
The Man in the Iron Mask,6.3
The Newton Boys,5.9
Wild Things,6.3
Paulie,6.0
"A Cool, Dry Place",5.6
Fireworks,7.6
Primary Colors,6.1
"Niagara, Niagara",7.7
Wide Awake,5.2
A Price Above Rubies,5.9
Eden,6.0
Two Girls and a Guy,5.4
No Looking Back,5.8
Storefront Hitchcock,7.0
The Proposition,5.8
The Object of My Affection,5.6
Meet the Deedles,4.1
Homegrown,5.5
The Players Club,6.2
Barney's Great Adventure,2.9
The Big One,6.2
Chinese Box,5.8
Lost in Space,5.0
Heaven's Burning,5.1
Mercury Rising,6.0
The Spanish Prisoner,7.1
City of Angels,6.5
The Last Days of Disco,6.8
The Odd Couple II,6.1
My Giant,5.1
He Got Game,6.7
The Gingerbread Man,5.7
Slappy and the Stinkers,5.6
Live Flesh,7.2
Zero Effect,6.0
Nil by Mouth,7.1
Ratchet,0.0
The Borrowers,5.8
Prince Valiant,4.7
"I Love You, Don't Touch Me!",6.0
Leather Jacket Love Story,9.0
Love Walked In,6.0
"An Alan Smithee Film: Burn, Hollywood, Burn",3.0
Kissing a Fool,5.9
Krippendorf's Tribe,4.3
Kurt & Courtney,5.9
The Real Blonde,5.5
Mr. Nice Guy,6.2
Taste of Cherry,7.1
Character,7.7
Junk Mail,5.7
Species II,4.5
Major League: Back to the Minors,4.3
Sour Grapes,5.9
Wild Man Blues,6.2
The Big Hit,6.1
Tarzan and the Lost City,3.3
Black Dog,5.2
"Dancer, Texas Pop. 81",10.0
A Friend of the Deceased,5.0
Go Now,0.0
Les Misérables,7.1
Still Breathing,5.2
Clockwatchers,5.6
Deep Impact,5.9
Woo,5.5
The Hanging Garden,5.7
Lawn Dogs,7.3
Quest for Camelot,6.9
Godzilla,5.3
Bulworth,6.3
Fear and Loathing in Las Vegas,7.2
The Opposite of Sex,5.9
I Got the Hook Up,5.4
Almost Heroes,5.5
Hope Floats,5.8
Insomnia,6.6
Little Boy Blue,7.4
The Ugly,5.9
A Perfect Murder,6.3
Beyond Silence,6.5
Six Days Seven Nights,5.6
Can't Hardly Wait,6.1
Cousin Bette,5.9
High Art,6.3
The Land Girls,7.0
Passion in the Desert,5.8
Children of Heaven,7.8
Dream for an Insomniac,6.1
Hav Plenty,0.0
Henry Fool,6.9
Marie from the Bay of Angels,4.0
Mr. Jealousy,6.1
Mulan,7.6
Resurrection Man,7.0
The X Files,6.6
I Went Down,6.5
Doctor Dolittle,5.4
Out of Sight,6.5
Picnic at Hanging Rock,7.1
Smoke Signals,6.7
Voyage to the Beginning of the World,6.0
Buffalo '66,7.2
Armageddon,6.5
Lethal Weapon 4,6.3
Madeline,5.1
Small Soldiers,6.2
Pi,7.1
Whatever,8.3
There's Something About Mary,6.5
Plan 9 from Outer Space,4.4
Wings,7.0
The Broadway Melody,5.0
All Quiet on the Western Front,7.5
Cimarron,5.1
Grand Hotel,6.5
Cavalcade,4.6
Mutiny on the Bounty,7.1
The Great Ziegfeld,6.2
The Life of Emile Zola,6.6
You Can't Take It With You,7.2
How Green Was My Valley,6.9
Mrs. Miniver,6.7
Going My Way,6.9
The Lost Weekend,7.4
The Best Years of Our Lives,7.6
Gentleman's Agreement,6.8
Hamlet,7.1
All the King's Men,6.3
The Greatest Show on Earth,6.6
From Here to Eternity,7.2
On the Waterfront,8.0
Marty,7.2
West Side Story,7.0
Tom Jones,6.1
A Man for All Seasons,7.5
In the Heat of the Night,7.5
Oliver!,7.0
Midnight Cowboy,7.4
The French Connection,7.4
Rocky,7.5
Kramer vs. Kramer,7.4
Ordinary People,7.4
Chariots of Fire,6.9
Terms of Endearment,6.9
Out of Africa,7.0
The Last Emperor,7.4
Rain Man,7.6
Driving Miss Daisy,7.0
Take the Money and Run,7.0
Klute,6.5
Repo Man,6.7
Metropolitan,7.0
Labyrinth,7.1
The Breakfast Club,7.8
A Nightmare on Elm Street Part 2: Freddy's Revenge,5.7
A Nightmare on Elm Street 3: Dream Warriors,6.5
A Nightmare on Elm Street 4: The Dream Master,5.8
A Nightmare on Elm Street 5: The Dream Child,5.5
Freddy's Dead: The Final Nightmare,5.1
Friday the 13th,6.4
Friday the 13th Part 2,6.0
Friday the 13th Part III,5.7
Friday the 13th: The Final Chapter,5.9
Friday the 13th: A New Beginning,5.1
Friday the 13th Part VI: Jason Lives,5.7
Friday the 13th Part VII: The New Blood,5.3
Friday the 13th Part VIII: Jason Takes Manhattan,4.8
Halloween,7.4
Halloween II,6.4
Halloween III: Season of the Witch,5.0
Halloween 4: The Return of Michael Myers,5.9
Halloween 5: The Revenge of Michael Myers,5.3
Prom Night,6.0
Hello Mary Lou: Prom Night II,6.0
Prom Night III: The Last Kiss,5.1
Prom Night IV: Deliver Us from Evil,4.4
Child's Play,6.3
Child's Play 2,5.8
Child's Play 3,5.5
Poltergeist,7.1
Poltergeist II: The Other Side,5.8
Poltergeist III,4.6
The Exorcist,7.5
Exorcist II: The Heretic,4.5
The Exorcist III,6.1
Lethal Weapon,7.0
Lethal Weapon 2,6.7
Lethal Weapon 3,6.4
Gremlins,6.9
Gremlins 2: The New Batch,6.3
The Goonies,7.4
The Mask of Zorro,6.3
Polish Wedding,5.4
"This World, Then the Fireworks",0.0
Soylent Green,6.8
Metropolis,8.0
Back to the Future Part II,7.4
Back to the Future Part III,7.1
The Poseidon Adventure,7.3
Freaky Friday,6.3
The Absent-Minded Professor,6.7
The Apple Dumpling Gang Rides Again,6.3
Babes in Toyland,5.8
Bambi,6.8
Seven Samurai,8.2
Dangerous Liaisons,7.1
Dune,6.5
The Last Temptation of Christ,7.0
The Godfather: Part III,7.1
The Rapture,6.4
Lolita,7.0
Disturbing Behavior,5.5
Jane Austen's Mafia!,5.4
Saving Private Ryan,7.9
Billy's Hollywood Screen Kiss,5.2
East Palace West Palace,8.3
The Million Dollar Duck,5.7
The Barefoot Executive,5.2
The Black Cauldron,6.5
The Black Hole,6.1
Blackbeard's Ghost,6.9
Blank Check,5.1
Candleshoe,7.0
The Cat from Outer Space,5.6
Cheetah,5.9
The Computer Wore Tennis Shoes,5.8
Condorman,5.6
D2: The Mighty Ducks,5.8
Darby O'Gill and the Little People,6.7
The Devil and Max Devlin,6.3
A Far Off Place,6.3
Flight of the Navigator,6.9
The Gnome-Mobile,5.8
The Great Mouse Detective,6.9
The Happiest Millionaire,5.8
Herbie Goes Bananas,5.3
Herbie Goes To Monte Carlo,5.9
Hocus Pocus,6.5
Honey I Blew Up the Kid,4.8
"Honey, I Shrunk the Kids",6.1
Hot Lead & Cold Feet,5.7
In Search of the Castaways,6.2
The Incredible Journey,6.3
The Negotiator,6.8
The Parent Trap,6.8
BASEketball,5.9
Full Tilt Boogie,7.0
The Governess,6.8
Seventh Heaven,4.7
Roger & Me,7.4
The Purple Rose of Cairo,7.3
Out of the Past,7.6
Doctor Zhivago,7.4
Fanny & Alexander,7.3
The Trip to Bountiful,7.3
Tender Mercies,6.1
And the Band Played On,5.8
The 'Burbs,6.6
Fandango,6.6
The Night Porter,6.6
Mephisto,7.1
Blue Velvet,7.7
The Journey of Natty Gann,6.4
The Jungle Book,7.1
Kidnapped,6.4
Lady and the Tramp,6.9
The Little Mermaid,7.2
The Mighty Ducks,6.4
The Muppet Christmas Carol,7.2
Newsies,6.2
One Hundred and One Dalmatians,6.8
One Magic Christmas,5.7
Peter Pan,7.0
Popeye,5.3
The Rescuers Down Under,6.6
The Rescuers,6.7
Return from Witch Mountain,5.6
The Return of Jafar,5.7
Return to Oz,6.6
The Rocketeer,6.3
The Shaggy D.A.,5.4
Sleeping Beauty,6.8
Something Wicked This Way Comes,6.6
Son of Flubber,6.7
Song of the South,6.9
Splash,6.1
Squanto: A Warrior's Tale,6.1
Steamboat Willie,7.4
Tall Tale,6.6
Tex,5.9
Tron,6.6
Swing Kids,6.7
Halloween: H20,5.7
L.A. Story,6.4
The Jerk,7.0
Dead Men Don't Wear Plaid,6.5
The Man with Two Brains,6.2
Grand Canyon,6.8
Graveyard Shift,4.5
The Outsiders,6.9
Indiana Jones and the Temple of Doom,7.1
The Lord of the Rings,6.1
Nineteen Eighty-Four,6.8
The Dead Zone,6.9
Maximum Overdrive,5.5
Needful Things,5.9
Cujo,5.7
Children of the Corn,5.6
All Dogs Go to Heaven,6.3
The Addams Family,6.7
Ever After: A Cinderella Story,6.8
Snake Eyes,5.8
"First Love, Last Rites",3.0
Safe Men,6.3
The Saltmen of Tibet,6.5
Atlantic City,6.7
Autumn Sonata,7.8
Who's Afraid of Virginia Woolf?,7.8
Adventures in Babysitting,6.6
Weird Science,6.4
Doctor Dolittle,6.0
The Nutty Professor,6.6
Charlotte's Web,6.2
Watership Down,7.3
The Secret of NIMH,7.5
The Dark Crystal,7.3
An American Tail,6.6
An American Tail: Fievel Goes West,6.2
Legend,6.2
Sixteen Candles,6.9
Pretty in Pink,6.6
St. Elmo's Fire,6.0
The Clan of the Cave Bear,4.7
House,5.8
House II: The Second Story,5.0
The Gods Must Be Crazy,7.1
The Gods Must Be Crazy II,6.5
Air Bud: Golden Receiver,4.6
The Avengers,4.4
How Stella Got Her Groove Back,6.0
Slums of Beverly Hills,6.5
The Chambermaid on the Titanic,5.3
"Henry II, Portrait of a Serial Killer",5.8
Henry: Portrait of a Serial Killer,6.8
Rosemary's Baby,7.5
The NeverEnding Story,7.0
The Neverending Story II: The Next Chapter,5.5
Attack of the Killer Tomatoes!,4.7
Surf Nazis Must Die,3.5
Your Friends & Neighbors,5.9
Return to Paradise,6.5
Blade,6.5
Dance with Me,5.6
Dead Man on Campus,5.6
Wrongfully Accused,5.7
Next Stop Wonderland,6.0
All I Wanna Do,6.4
The Navigator: A Medieval Odyssey,6.3
Beetlejuice,7.1
Déjà Vu,8.0
Rope,7.8
Family Plot,6.7
Frenzy,7.2
Topaz,6.1
Torn Curtain,6.4
Marnie,7.2
The Wrong Man,6.9
The Man Who Knew Too Much,7.3
The Trouble with Harry,6.9
I Confess,7.0
Strangers on a Train,7.6
Stage Fright,6.8
54,5.5
I Married a Strange Person!,7.5
Why Do Fools Fall In Love,6.4
Keep the Aspidistra Flying,6.3
See the Sea,7.4
Willow,6.9
The Untouchables,7.6
Dirty Work,6.5
Knock Off,4.7
Firelight,7.0
Modulations,8.5
Phoenix,5.2
Under Capricorn,6.1
The Paradine Case,6.3
Lifeboat,7.3
Shadow of a Doubt,7.5
Saboteur,6.8
Mr. & Mrs. Smith,5.7
Suspicion,7.1
Jamaica Inn,5.6
The Lady Vanishes,7.5
Young and Innocent,6.8
Sabotage,6.7
Secret Agent,6.7
The Man Who Knew Too Much,6.4
Number Seventeen,5.3
Rich and Strange,5.5
The Skin Game,4.9
Elstree Calling,3.8
Juno and the Paycock,5.1
Murder!,6.3
The Manxman,5.4
Blackmail,6.8
Champagne,5.6
The Farmer's Wife,10.0
Downhill,6.3
Easy Virtue,5.4
The Ring,6.1
The Lodger: A Story of the London Fog,7.2
The Pleasure Garden,5.7
Rounders,6.9
Cube,6.9
Digging to China,6.5
One Man's Hero,9.3
Simon Birch,6.5
Without Limits,6.4
Seven Beauties,8.8
Swept Away,7.4
My Bodyguard,6.2
Class,5.8
"Grandview, U.S.A.",5.8
Broadcast News,6.8
The Allnighter,4.3
Working Girl,6.5
Stars & Bars,5.3
Married to the Mob,5.8
Say Anything...,7.2
My Blue Heaven,6.0
Men Don't Leave,6.6
Hero,6.3
Toys,5.0
Choices,0.0
Young Doctors in Love,5.2
Parasite,5.1
No Small Affair,5.4
Blame It on Rio,5.9
Wisdom,5.9
One Crazy Summer,6.4
About Last Night...,5.6
The Seventh Sign,5.9
We're No Angels,5.6
Nothing but Trouble,5.0
The Butcher's Wife,5.6
Mortal Thoughts,5.3
A Few Good Men,7.1
Indecent Proposal,5.8
Permanent Midnight,6.0
One True Thing,6.2
Rush Hour,6.8
Lilian's Story,6.0
Six-String Samurai,5.8
A Soldier's Daughter Never Cries,7.0
Somewhere in the City,0.0
Ronin,6.8
Urban Legend,5.6
Clay Pigeons,6.3
Monument Ave.,6.3
Pecker,6.0
The Sheltering Sky,6.4
Bandit Queen,7.1
If....,7.2
The Fiendish Plot of Dr. Fu Manchu,4.4
Them!,6.8
The Thing,7.8
The Player,6.9
Stardust Memories,6.9
Edward Scissorhands,7.5
Overnight Delivery,5.8
Shadrach,6.6
Antz,6.0
The Impostors,6.0
A Night at the Roxbury,5.9
What Dreams May Come,6.8
Strangeland,4.7
The Battle of the Sexes,7.2
The Producers,7.3
History of the World: Part I,6.5
My Cousin Vinny,7.3
Nashville,7.2
Love Is the Devil: Study for a Portrait of Francis Bacon,6.7
Slam,6.7
Holy Man,4.9
Detroit 9000,6.0
The Inheritors,6.6
The Mighty,7.1
2010,6.6
Children of a Lesser God,6.9
The Elephant Man,7.9
Beloved,5.9
Bride of Chucky,5.5
Practical Magic,6.3
The Alarmist,3.3
Happiness,7.4
Reach The Rock,7.5
Apt Pupil,6.2
Pleasantville,7.1
Soldier,6.1
The Cruise,7.8
Life Is Beautiful,8.3
Orgazmo,6.2
Tales from the Darkside: The Movie,5.8
Vampires,5.8
American History X,8.2
Hands on a Hard Body: The Documentary,8.7
Living Out Loud,5.4
Belly,6.1
Gods and Monsters,6.8
The Siege,6.1
The Waterboy,5.9
Elizabeth,7.2
Velvet Goldmine,6.9
I Still Know What You Did Last Summer,5.1
I'll Be Home for Christmas,5.2
Meet Joe Black,6.9
Dancing at Lughnasa,6.0
Hard Core Logo,6.4
The Naked Man,6.0
Runaway Train,7.0
Desert Bloom,4.9
The Stepford Wives,6.7
The Pope of Greenwich Village,6.4
Sid & Nancy,7.0
Mona Lisa,6.7
Heart Condition,5.1
Nights of Cabiria,7.9
The Big Chill,6.8
Enemy of the State,6.7
The Rugrats Movie,5.8
A Bug's Life,6.8
Celebrity,6.0
Central Station,7.6
