genero_principal,title,vote_average
Comedy,The Philadelphia Story,7.7
Comedy,Singin' in the Rain,7.9
Drama,An American in Paris,6.9
Music,Funny Face,7.0
Comedy,Breakfast at Tiffany's,7.6
Mystery,Vertigo,8.0
Drama,Rear Window,8.2
Comedy,It Happened One Night,7.7
Drama,Gaslight,7.2
Comedy,The Gay Divorcee,7.2
Mystery,North by Northwest,7.8
Comedy,The Apartment,8.1
Comedy,Some Like It Hot,8.0
Comedy,Charade,7.7
Drama,Casablanca,7.9
Mystery,The Maltese Falcon,7.8
Drama,My Fair Lady,7.4
Comedy,Sabrina,7.4
Comedy,Roman Holiday,7.8
Drama,The Little Princess,7.0
Comedy,Meet Me in St. Louis,6.8
Adventure,The Wizard of Oz,7.4
Drama,Gone with the Wind,7.7
Comedy,My Favorite Year,7.1
Drama,Sunset Boulevard,8.2
Mystery,Citizen Kane,8.0
Science Fiction,2001: A Space Odyssey,7.9
Adventure,Golden Earrings,4.8
Drama,All About Eve,8.0
Comedy,The Women,6.4
Drama,Rebecca,7.7
Mystery,Foreign Correspondent,7.0
Thriller,Notorious,7.8
Drama,Spellbound,7.3
Drama,An Affair to Remember,7.1
Crime,To Catch a Thief,7.1
Comedy,Father of the Bride,6.6
Comedy,The Band Wagon,7.1
Comedy,Ninotchka,7.3
Comedy,Love in the Afternoon,7.3
Comedy,Gigi,6.1
Comedy,The Reluctant Debutante,6.6
Action,The Adventures of Robin Hood,7.6
Action,The Mark of Zorro,7.1
Drama,Laura,7.6
Fantasy,The Ghost and Mrs. Muir,7.3
Adventure,Lost Horizon,6.8
Comedy,Top Hat,7.4
Comedy,To Be or Not to Be,7.7
Comedy,My Man Godfrey,7.7
Action,Giant,7.5
Drama,East of Eden,7.5
Comedy,The Thin Man,7.4
Comedy,His Girl Friday,7.5
Adventure,Around the World in Eighty Days,6.5
Drama,It's a Wonderful Life,8.0
Comedy,Mr. Smith Goes to Washington,7.9
Comedy,Bringing Up Baby,7.6
Drama,Penny Serenade,6.4
Drama,The Scarlet Letter,8.3
Comedy,Lady of Burlesque,5.0
Drama,Of Human Bondage,6.4
Comedy,Angel on My Shoulder,5.7
Drama,Little Lord Fauntleroy,6.6
Thriller,They Made Me a Criminal,5.6
Comedy,The Inspector General,6.2
Romance,Angel and the Badman,6.6
Action,The 39 Steps,7.4
War,A Walk in the Sun,5.2
Action,The Outlaw,4.9
Horror,Night of the Living Dead,7.5
Adventure,The African Queen,7.4
Action,Beat the Devil,6.2
Drama,Cat on a Hot Tin Roof,7.6
Romance,The Last Time I Saw Paris,5.1
Drama,Meet John Doe,7.3
Drama,Algiers,5.8
Comedy,Something to Sing About,3.8
Drama,A Farewell to Arms,6.2
Music,Moonlight Murder,6.0
Drama,Nothing Personal,4.0
Action,"Yes, Madam",7.4
Drama,Dangerous Ground,5.0
Drama,Picnic,6.7
Comedy,The Pompatus of Love,5.3
Documentary,Small Wonders,0.0
Action,Fly Away Home,6.6
Drama,Bliss,4.8
Drama,Grace of My Heart,6.5
Drama,Brother of Sleep,6.8
Action,Maximum Risk,5.3
Drama,Michael Collins,6.8
Drama,The Rich Man's Wife,4.9
Drama,Infinity,0.0
Drama,Big Night,6.8
Action,Last Man Standing,6.2
Action,Caught,6.5
Drama,Set It Off,6.9
Comedy,2 Days in the Valley,5.9
Comedy,Curdled,6.2
Comedy,L'associé,6.0
Drama,Extreme Measures,5.7
Action,The Glimmer Man,4.7
Action,D3: The Mighty Ducks,5.3
Crime,The Chamber,5.9
Comedy,The Apple Dumpling Gang,6.6
Action,"Davy Crockett, King of the Wild Frontier",5.9
Adventure,Escape to Witch Mountain,6.5
Comedy,The Love Bug,6.0
Romance,Herbie Rides Again,5.9
Adventure,Old Yeller,7.0
Comedy,The Parent Trap,6.8
Adventure,Pollyanna,6.9
Adventure,Homeward Bound: The Incredible Journey,6.6
Comedy,The Shaggy Dog,6.2
Adventure,Swiss Family Robinson,7.0
Drama,That Darn Cat!,6.4
Adventure,"20,000 Leagues Under the Sea",6.9
Comedy,Cool Runnings,6.8
Fantasy,Angels in the Outfield,5.7
Family,Cinderella,6.8
Animation,Winnie the Pooh and the Blustery Day,7.8
Animation,The Three Caballeros,6.2
Animation,The Sword in the Stone,6.9
Animation,So Dear to My Heart,6.3
Adventure,Robin Hood: Prince of Thieves,6.6
Comedy,Mary Poppins,7.4
Animation,Dumbo,6.8
Fantasy,Pete's Dragon,6.4
Adventure,Bedknobs and Broomsticks,6.8
Animation,Alice in Wonderland,7.0
Adventure,The Fox and the Hound,7.0
Comedy,Freeway,6.5
Drama,The Sound of Music,7.4
Action,Die Hard,7.5
Horror,The Lawnmower Man,5.4
Drama,Unhook the Stars,6.2
Documentary,Synthetic Pleasures,0.0
Drama,The Secret Agent,5.0
Drama,Secrets & Lies,7.1
Comedy,That Thing You Do!,6.8
Drama,To Gillian on Her 37th Birthday,5.1
Drama,Surviving Picasso,5.3
Comedy,Love Is All There Is,5.5
Comedy,Beautiful Thing,7.3
Crime,The Long Kiss Goodnight,6.4
Adventure,The Ghost and the Darkness,6.4
Documentary,Looking for Richard,6.9
Comedy,Trees Lounge,6.7
Drama,The Proprietor,0.0
Crime,Normal Life,6.8
Drama,Get on the Bus,7.0
Action,Shadow Conspiracy,4.0
Drama,Jude,6.6
Music,Everyone Says I Love You,6.5
Drama,Bitter Sugar,6.3
Drama,Romeo + Juliet,6.7
Comedy,Swingers,6.8
Crime,Sleepers,7.3
Drama,The Sunchaser,6.1
Drama,Johns,6.0
Adventure,Aladdin and the King of Thieves,6.1
Mystery,The Woman in Question,5.2
Comedy,Shall We Dance,7.9
Comedy,A Damsel in Distress,7.0
Crime,Crossfire,6.1
Crime,"Murder, My Sweet",7.2
Adventure,Macao,5.6
War,For the Moment,7.4
Family,Willy Wonka & the Chocolate Factory,7.4
Comedy,The Sexual Life of the Belgians,5.0
Horror,The Innocents,7.5
Comedy,Sleeper,7.0
Comedy,Bananas,6.7
Comedy,A Fish Called Wanda,7.1
Comedy,Life of Brian,7.7
Comedy,Victor/Victoria,6.9
Comedy,The Candidate,6.9
Adventure,The Great Race,7.2
Crime,Bonnie and Clyde,7.6
Adventure,The Old Man and the Sea,6.0
Crime,Dial M for Murder,7.9
Drama,Dirty Dancing,7.1
Crime,Reservoir Dogs,8.1
Drama,Platoon,7.5
Comedy,Weekend at Bernie's,6.4
Thriller,Basic Instinct,6.5
Drama,The Doors,6.7
Romance,The Crying Game,6.9
Crime,Glengarry Glen Ross,7.5
Drama,Sophie's Choice,7.4
Science Fiction,E.T. the Extra-Terrestrial,7.3
Comedy,The Search for One-eye Jimmy,6.3
Fantasy,A Christmas Carol,7.0
Adventure,Days of Thunder,5.9
Action,Top Gun,6.7
Action,American Strays,6.8
Drama,Rebel Without a Cause,7.6
Drama,A Streetcar Named Desire,7.6
Horror,Children of the Corn IV: The Gathering,4.6
Documentary,The Leopard Son,0.0
Comedy,Charm's  Incidents,0.0
Crime,Bird of Prey,0.0
Documentary,Microcosmos,7.7
Comedy,Palookaville,5.4
Comedy,The Associate,6.2
Crime,The Funeral,7.3
Comedy,The Sleepover,8.0
Drama,A Single Girl,6.8
Drama,The Eighth Day,7.0
Action,North Star,5.2
Drama,Drunks,0.0
Drama,The People vs. Larry Flynt,6.8
Comedy,Glory Daze,5.8
Documentary,A Perfect Candidate,5.3
Drama,On Golden Pond,7.3
Mystery,The Return of the Pink Panther,6.7
Comedy,Drop Dead Fred,5.9
Adventure,The Abyss,7.1
Horror,The Fog,6.4
Science Fiction,Escape from New York,6.9
Drama,The Howling,6.4
Drama,Jean de Florette,7.6
Drama,Manon of the Spring,7.8
Drama,Johnny 100 Pesos,6.3
Comedy,Private Benjamin,6.0
Adventure,Monty Python and the Holy Grail,7.8
Romance,Hustler White,6.8
Drama,Everything Relative,4.0
Drama,Entertaining Angels - The Dorothy Day Story,5.0
Comedy,Three Lives and Only One Death,8.0
Documentary,The Line King: The Al Hirschfeld Story,0.0
Documentary,Snowriders,0.0
Documentary,When We Were Kings,7.3
Animation,The Wrong Trousers,7.6
Documentary,JLG/JLG: Self-Portrait in December,7.7
Mystery,The Return of Martin Guerre,6.7
Animation,Faust,7.4
Drama,He Walked by Night,6.4
Crime,Raw Deal,7.2
Thriller,T-Men,6.4
Drama,The Children Are Watching Us,7.2
Drama,Pastoral Symphony,4.7
Comedy,Six of a Kind,3.5
Drama,The Tin Drum,7.0
Drama,The Ruling Class,6.8
Drama,Mina Tannenbaum,4.8
Comedy,2 or 3 Things I Know About Her,7.0
Drama,The Bloody Child,0.0
Comedy,Dear God,5.1
Horror,Bad Moon,5.7
Documentary,American Dream,6.0
Action,Best of the Best 3: No Turning Back,5.8
Comedy,Bob Roberts,6.5
Drama,Cinema Paradiso,8.2
Crime,"The Cook, the Thief, His Wife & Her Lover",7.3
Comedy,Dead Tired,5.6
Comedy,Delicatessen,7.4
Drama,The Double Life of Veronique,7.3
Romance,Enchanted April,6.9
Drama,Paths of Glory,8.2
Crime,The Grifters,6.5
Comedy,Hear My Song,4.1
Western,The Shooter,5.0
Drama,The English Patient,7.0
Comedy,Mediterraneo,7.4
Drama,My Left Foot: The Story of Christy Brown,7.5
Drama,"Sex, Lies, and Videotape",6.7
Drama,Passion Fish,6.7
Comedy,Strictly Ballroom,6.2
Mystery,The Thin Blue Line,7.9
Comedy,Tie Me Up! Tie Me Down!,7.0
Documentary,Madonna: Truth or Dare,6.3
Documentary,Paris is Burning,8.2
Drama,One Flew Over the Cuckoo's Nest,8.3
Comedy,Up in Smoke,6.7
Adventure,The Empire Strikes Back,8.2
Adventure,The Princess Bride,7.6
Adventure,Raiders of the Lost Ark,7.7
Comedy,Brazil,7.6
Horror,Aliens,7.7
Western,"The Good, the Bad and the Ugly",8.1
Comedy,Withnail & I,7.4
Drama,12 Angry Men,8.2
Adventure,Lawrence of Arabia,7.8
Science Fiction,A Clockwork Orange,8.0
Crime,To Kill a Mockingbird,7.9
Drama,Apocalypse Now,8.0
Western,Once Upon a Time in the West,8.1
Adventure,Return of the Jedi,7.9
Drama,Wings of Desire,7.5
Thriller,The Third Man,7.9
Drama,GoodFellas,8.2
Horror,Alien,7.9
Fantasy,Army of Darkness,7.3
Adventure,The Big Blue,7.6
Action,Ran,7.9
Action,The Killer,7.6
Drama,Psycho,8.3
Music,The Blues Brothers,7.5
Drama,The Godfather: Part II,8.3
Drama,Full Metal Jacket,7.9
Adventure,A Grand Day Out,7.4
War,Henry V,7.4
Drama,Amadeus,7.8
Comedy,The Quiet Man,7.3
Drama,Once Upon a Time in America,8.3
Drama,Raging Bull,7.7
Comedy,Annie Hall,7.8
Drama,The Right Stuff,7.4
Drama,Stalker,7.8
Action,Das Boot,7.9
Comedy,The Sting,7.9
Comedy,Harold and Maude,7.7
Drama,Trust,6.5
Fantasy,The Seventh Seal,7.9
Comedy,Local Hero,7.0
Action,The Terminator,7.4
Horror,Braindead,7.4
War,Glory,7.4
Comedy,Rosencrantz & Guildenstern Are Dead,7.3
Comedy,Manhattan,7.8
Drama,Miller's Crossing,7.5
Drama,Dead Poets Society,8.1
Drama,The Graduate,7.6
Drama,Touch of Evil,7.6
Action,La Femme Nikita,7.0
Drama,The Bridge on the River Kwai,7.7
Fantasy,8½,7.9
Crime,Chinatown,7.9
Drama,The Day the Earth Stood Still,7.3
Action,The Treasure of the Sierra Madre,7.9
Action,Bad Taste,6.4
Comedy,Duck Soup,7.6
Comedy,Better Off Dead...,6.8
Horror,The Shining,8.1
Crime,Stand by Me,7.8
Drama,M,8.0
Horror,Evil Dead II,7.5
Adventure,The Great Escape,7.8
Drama,The Deer Hunter,7.8
Action,Diva,6.7
Romance,Groundhog Day,7.4
Western,Unforgiven,7.7
Mystery,The Manchurian Candidate,7.7
Music,Pump up the Volume,7.0
Comedy,Arsenic and Old Lace,7.4
Adventure,Back to the Future,8.0
Drama,Fried Green Tomatoes,7.6
Drama,Patton,7.3
Crime,Down by Law,7.2
Science Fiction,Akira,7.8
Adventure,Highlander,6.8
Crime,Cool Hand Luke,7.7
Drama,Cyrano de Bergerac,6.8
Comedy,Young Frankenstein,7.7
Comedy,Night on Earth,7.5
Drama,Raise the Red Lantern,7.8
Comedy,The Great Dictator,8.1
Animation,Fantasia,7.2
Western,High Noon,7.6
Crime,The Big Sleep,7.6
Thriller,Heathers,7.3
Science Fiction,Somewhere in Time,7.1
Action,Ben-Hur,7.5
Comedy,This Is Spinal Tap,7.6
Documentary,Koyaanisqatsi,7.7
Drama,Some Kind of Wonderful,6.9
Adventure,Indiana Jones and the Last Crusade,7.6
Comedy,Being There,7.7
Drama,Gandhi,7.4
Comedy,The Unbearable Lightness of Being,7.0
Drama,A Room with a View,6.9
Comedy,Real Genius,6.6
Music,Pink Floyd: The Wall,7.7
War,The Killing Fields,7.5
Drama,My Life as a Dog,7.3
Adventure,Forbidden Planet,7.2
Drama,Field of Dreams,7.1
Adventure,The Man Who Would Be King,7.6
History,Butch Cassidy and the Sundance Kid,7.4
Drama,"Paris, Texas",7.7
Thriller,Until the End of the World,6.3
Comedy,When Harry Met Sally...,7.3
Documentary,Hype!,6.8
Family,Santa with Muscles,3.5
Drama,Female Perversions,5.4
Drama,Mad Dog Time,6.2
Romance,Breathing Room,0.0
Documentary,Paris Was a Woman,7.0
Comedy,I'm Not Rappaport,6.2
Comedy,Blue Juice,3.6
Science Fiction,Alien³,6.2
Horror,An American Werewolf in London,7.2
Horror,Amityville: It's About Time,4.1
Horror,Amityville 3-D,4.0
Horror,Amityville: Dollhouse,3.5
Horror,Amityville: A New Generation,2.8
Horror,Amityville II: The Possession,5.9
Drama,The Amityville Horror,6.2
Horror,The Amityville Curse,2.7
Horror,Blood for Dracula,5.8
Horror,April Fool's Day,5.8
Fantasy,Audrey Rose,5.8
Crime,The Believers,6.2
Horror,The Birds,7.3
Horror,The Blob,6.2
Science Fiction,Blood Beach,4.9
Horror,Body Parts,5.6
Thriller,The Body Snatcher,6.8
Romance,Dracula,7.1
Horror,Bride of Frankenstein,7.4
Horror,Burnt Offerings,6.6
Drama,Candyman,6.2
Crime,Cape Fear,7.0
Drama,Cape Fear,7.2
Horror,Carrie,7.0
Drama,Cat People,6.0
Horror,A Nightmare on Elm Street,7.2
Fantasy,Nosferatu,7.7
Horror,Vampire in Venice,8.5
Horror,The Omen,7.2
Crime,Blood and Wine,5.5
Crime,Albino Alligator,5.6
Comedy,The Mirror Has Two Faces,6.5
Drama,Breaking the Waves,7.2
Action,Nightwatch,6.2
Science Fiction,Star Trek: First Contact,7.0
Drama,Shine,7.3
Drama,Sling Blade,7.4
Family,Jingle All the Way,5.5
Romance,Identification of a Woman,5.8
Documentary,Paradise Lost: The Child Murders at Robin Hood Hills,7.9
Fantasy,The Preacher's Wife,5.4
Drama,Zero Kelvin,6.4
Comedy,Ridicule,7.4
Drama,The Crucible,6.7
Comedy,101 Dalmatians,5.6
Drama,The Forbidden Christ,5.5
Drama,I Can't Sleep,5.0
Action,Die Hard 2,6.6
Science Fiction,Star Trek: The Motion Picture,6.2
Science Fiction,Star Trek VI: The Undiscovered Country,6.7
Science Fiction,Star Trek V: The Final Frontier,5.6
Action,Star Trek II: The Wrath of Khan,7.3
Science Fiction,Star Trek III: The Search for Spock,6.4
Science Fiction,Star Trek IV: The Voyage Home,6.9
Action,Batman Returns,6.6
Crime,Young Guns,6.6
Western,Young Guns II,6.3
Romance,Grease,7.2
Comedy,Grease 2,4.9
Action,Marked for Death,5.6
Action,Adrenalin: Fear the Rush,3.9
Drama,The Substance of Fire,6.0
Action,Under Siege,6.1
Action,Terror in a Texas Town,7.1
Horror,Jaws,7.5
Horror,Jaws 2,5.9
Thriller,Jaws 3-D,4.2
Comedy,My Fellow Americans,6.3
Comedy,Mars Attacks!,6.1
Drama,Citizen Ruth,6.8
Comedy,Jerry Maguire,6.7
Comedy,Raising Arizona,7.2
Comedy,Tin Men,6.8
Comedy,Sneakers,6.7
Drama,Bastard Out of Carolina,7.3
Drama,In Love and War,6.0
Drama,Marvin's Room,6.6
Drama,Somebody Is Waiting,0.0
History,Ghosts of Mississippi,6.2
Drama,Night Falls on Manhattan,6.6
Animation,Beavis and Butt-Head Do America,6.5
Drama,La Cérémonie,7.0
Crime,Scream,7.0
Action,The Last of the Mohicans,7.1
Comedy,Michael,5.5
Drama,The Evening Star,5.8
Drama,Hamlet,7.3
Drama,Some Mother's Son,7.0
Drama,The Whole Wide World,6.4
Comedy,Mother,6.8
Romance,Thieves,7.0
History,Evita,5.9
Drama,The Portrait of a Lady,6.3
Adventure,Walkabout,7.4
Documentary,Message to Love: The Isle of Wight Festival,6.4
Action,Murder at 1600,5.8
Drama,Hearts and Minds,0.0
Crime,Inside,0.0
Comedy,Fierce Creatures,6.0
Action,Zeus & Roxanne,4.2
Action,Turbulence,5.2
Drama,Angel Baby,7.7
Action,First Strike,6.5
Drama,Underworld,6.0
Action,Beverly Hills Ninja,5.5
Action,Metro,5.3
Horror,The Machine,4.5
Drama,Falling in Love Again,6.1
Drama,The Cement Garden,7.2
Action,Dante's Peak,5.8
Comedy,Meet Wally Sparks,5.3
Action,Amos & Andrew,5.0
Comedy,Benny & Joon,6.9
Drama,Prefontaine,6.7
Documentary,A Tickle in the Heart,0.0
Drama,Guantanamera,8.0
Action,McHale's Navy,4.4
Music,Kolya,7.5
Crime,Gridlock'd,6.8
Documentary,Fire on the Mountain,0.0
Music,Waiting for Guffman,7.4
Drama,Prisoner of the Mountains,6.6
Comedy,The Beautician and the Beast,5.2
Comedy,SubUrbia,6.4
Comedy,Hotel de Love,4.3
Action,The Pest,5.0
Drama,Fools Rush In,5.8
Action,Touch,6.0
Crime,Absolute Power,6.4
Comedy,That Darn Cat,3.9
Comedy,Vegas Vacation,6.0
Comedy,That Old Feeling,7.1
Drama,Lost Highway,7.5
Drama,Rosewood,6.7
Crime,Donnie Brasco,7.4
Comedy,Salut cousin !,3.3
Comedy,Booty Call,5.6
Documentary,Rhyme & Reason,6.3
Drama,Boys Life 2,5.0
Crime,City of Industry,5.6
Comedy,Best Men,5.6
Comedy,Jungle 2 Jungle,4.9
Drama,Kama Sutra - A Tale of Love,5.7
Comedy,Private Parts,6.7
Comedy,Love Jones,8.1
Thriller,The Saint,5.9
Action,Smilla's Sense of Snow,6.6
Comedy,The Van,5.9
Drama,Crash,6.5
Comedy,The Daytrippers,6.2
Comedy,Liar Liar,6.4
Drama,The Quiet Room,5.0
Drama,Selena,7.1
Crime,The Devil's Own,5.9
Animation,Cats Don't Dance,7.1
Action,B.A.P.S.,4.2
Comedy,Love and Other Catastrophes,5.8
Action,Turbo: A Power Rangers Movie,4.6
Drama,Anna Karenina,6.4
Action,Double Team,4.4
Drama,Inventing the Abbotts,6.4
Adventure,Anaconda,4.8
Action,Grosse Pointe Blank,6.9
Crime,Keys to Tulsa,4.9
Romance,Kissed,7.0
Comedy,8 Heads in a Duffel Bag,5.4
Drama,Hollow Reed,6.8
War,Paradise Road,6.2
Drama,Traveller,5.9
Drama,All Over Me,5.9
Drama,A Brother's Kiss,8.0
Drama,A Chef in Love,3.5
Comedy,Romy and Michele's High School Reunion,6.0
Drama,Temptress Moon,7.2
Science Fiction,Volcano,5.2
Comedy,Children of the Revolution,5.3
Science Fiction,Austin Powers: International Man of Mystery,6.5
Drama,Breakdown,6.6
Romance,Broken English,7.0
Comedy,Commandments,5.3
Drama,Ripe,4.0
Action,"Truth or Consequences, N.M.",5.7
Drama,The Turning,0.0
Fantasy,Warriors of Virtue,4.7
Comedy,Fathers' Day,5.1
Adventure,The Fifth Element,7.3
Science Fiction,Nowhere,6.3
Drama,Losing Chase,3.9
Comedy,Sprung,5.0
Drama,The Promise,5.0
Drama,Le Bonheur,7.0
Drama,Love! Valour! Compassion!,5.7
Music,Shall We Dance?,7.2
Adventure,The Second Jungle Book: Mowgli & Baloo,3.2
Comedy,Twin Town,6.6
Comedy,Addicted to Love,6.1
Comedy,Brassed Off,6.9
Adventure,The Lost World: Jurassic Park,6.2
Drama,Ponette,7.5
Comedy,Schizopolis,6.4
Drama,Shiloh,5.7
Drama,The War at Home,6.9
Comedy,Rough Magic,6.3
Comedy,Trial and Error,5.3
Adventure,Buddy,3.9
Action,Con Air,6.5
Drama,The Pillow Book,6.9
Drama,To Have (Or Not),0.0
Action,Speed 2: Cruise Control,4.1
Crime,Squeeze,6.0
Comedy,Sudden Manhattan,6.0
Comedy,Wedding Bell Blues,5.5
Action,Batman & Robin,4.2
Comedy,Dream with the Fishes,7.7
Comedy,Roseanna's Grave,6.3
Comedy,Head Above Water,5.8
Animation,Hercules,7.3
Drama,The Last Time I Committed Suicide,6.7
Drama,MURDER and murder,8.0
Comedy,My Best Friend's Wedding,6.4
Science Fiction,Tetsuo II: Body Hammer,5.6
Comedy,When the Cat's Away,6.1
Drama,Contempt,7.5
Action,Face/Off,6.8
Drama,Fall,7.2
Drama,Gabbeh,7.5
Drama,Mondo,7.0
Thriller,The Innocent Sleep,0.0
Drama,For Ever Mozart,8.0
Action,Men in Black,6.9
Comedy,Out to Sea,5.8
Family,Wild America,5.8
Adventure,A Simple Wish,5.5
Drama,Contact,7.2
Comedy,Love Serenade,6.0
Action,G.I. Jane,6.0
Adventure,Conan the Barbarian,6.6
Adventure,George of the Jungle,5.4
Action,Cop Land,6.6
Horror,Event Horizon,6.4
Action,Spawn,5.0
Comedy,Air Bud,5.3
Comedy,Picture Perfect,5.1
Comedy,In the Company of Men,6.8
Adventure,Free Willy 3: The Rescue,5.6
Drama,Career Girls,7.4
Action,Conspiracy Theory,6.5
Action,Desperate Measures,5.9
Science Fiction,Steel,4.2
Drama,She's So Lovely,5.3
Crime,Hoodlum,6.5
Adventure,Leave it to Beaver,5.2
Fantasy,Mimic,5.7
Action,Money Talks,6.0
Action,Excess Baggage,5.6
Adventure,Kull the Conqueror,5.2
Action,Air Force One,6.2
Drama,One Eight Seven,6.5
Action,The Hunt for Red October,7.2
Drama,My Own Private Idaho,7.1
Comedy,"Kiss Me, Guido",4.4
Comedy,Star Maps,5.3
Comedy,In & Out,6.3
Action,The Edge,6.8
Action,The Peacemaker,5.8
Crime,L.A. Confidential,7.7
Adventure,Seven Years in Tibet,7.0
Drama,Kiss the Girls,6.2
Comedy,Soul Food,6.6
Comedy,Kicked in the Head,5.0
Horror,Wishmaster,5.6
Drama,A Thousand Acres,5.7
Drama,The Game,7.5
Action,Fire Down Below,5.0
Thriller,U Turn,6.5
Drama,The Locusts,3.8
Comedy,The Matchmaker,6.1
Thriller,The Assignment,6.6
Comedy,A Smile Like Yours,3.2
Drama,Ulee's Gold,6.5
Drama,The Ice Storm,6.9
Thriller,Stag,5.8
Comedy,Chasing Amy,6.7
Comedy,Def Jam's How to Be a Player,5.4
Comedy,The Full Monty,6.9
Comedy,Alive and Kicking,0.0
Drama,Mrs Brown,6.6
Horror,I Know What You Did Last Summer,5.6
Drama,The Devil's Advocate,7.2
Comedy,RocketMan,5.4
Drama,Playing God,5.6
Comedy,The House of Yes,6.3
Documentary,"Fast, Cheap & Out of Control",8.3
Drama,Washington Square,7.4
Music,Telling Lies In America,6.3
Documentary,Year of the Horse,3.8
Thriller,Gattaca,7.5
Fantasy,FairyTale: A True Story,6.2
Horror,Phantoms,5.2
Drama,Swept from the Sea,6.5
Documentary,Wonderland,0.0
Fantasy,A Life Less Ordinary,6.2
Romance,Hurricane Streets,4.8
Drama,Eve's Bayou,6.3
Action,Switchback,5.8
Action,Gang Related,6.5
Action,Stripes,6.5
Drama,Nenette and Boni,8.0
Comedy,Bean,6.3
Comedy,Hugo Pool,5.2
Action,Mad City,5.9
Drama,One Night Stand,5.7
Drama,The Tango Lesson,6.4
War,Welcome to Sarajevo,6.5
Mystery,Deceiver,6.6
Drama,The Rainmaker,6.7
Drama,Boogie Nights,7.5
Crime,Witness,7.0
Crime,Incognito,6.3
Adventure,Starship Troopers,6.7
Comedy,Critical Care,6.1
Drama,The Joy Luck Club,7.1
Comedy,Chairman of the Board,2.7
Comedy,Sliding Doors,6.6
Action,Mortal Kombat: Annihilation,3.8
Comedy,The Truman Show,7.8
Drama,The Wings of the Dove,6.9
Drama,Mrs. Dalloway,5.4
Drama,"I Love You, I Love You Not",5.0
Crime,Red Corner,5.9
Action,The Jackal,6.1
Animation,Anastasia,7.4
Comedy,The Man Who Knew Too Little,6.5
Science Fiction,Alien: Resurrection,5.9
Horror,Alien Escape,4.5
Drama,Amistad,6.8
Drama,The Apostle,6.1
Drama,Artemisia,6.2
Drama,Bent,6.3
Drama,Bang,6.0
Comedy,The Boys,5.4
Comedy,The Butcher Boy,6.7
Comedy,Deconstructing Harry,7.3
Comedy,Flubber,5.3
Comedy,For Richer or Poorer,5.6
Drama,Good Will Hunting,7.9
Comedy,Home Alone 3,5.1
Drama,Ill Gotten Gains,0.0
Horror,Man of Her Dreams,0.0
Crime,Midnight in the Garden of Good and Evil,6.3
Comedy,MouseHunt,6.2
Comedy,Office Killer,5.0
Drama,Other Voices Other Rooms,10.0
Horror,Scream 2,6.1
Thriller,Stranger in the House,0.0
Drama,The Sweet Hereafter,6.8
Science Fiction,Time Tracers,0.0
Drama,Titanic,7.5
Adventure,Tomorrow Never Dies,6.0
Drama,Twisted,4.5
Romance,Full Speed,6.6
Drama,The Education of Little Tree,0.0
Drama,The Postman,6.1
Drama,The Horse Whisperer,6.7
Drama,The Winter Guest,6.9
Comedy,Jackie Brown,7.3
Drama,Kundun,6.8
Comedy,Mr. Magoo,3.9
Comedy,The Big Lebowski,7.8
Drama,Afterglow,7.2
Drama,My Life in Pink,7.2
Comedy,Great Expectations,6.4
Action,3 Ninjas: High Noon at Mega Mountain,3.9
Drama,Men of Means,0.0
Drama,Caught Up,4.3
Action,Firestorm,4.7
Comedy,Senseless,5.8
Comedy,Wag the Dog,6.7
Mystery,Dark City,7.2
Thriller,The Leading Man,0.0
Action,Star Kid,4.9
Thriller,Hard Rain,5.5
Comedy,Half Baked,6.4
Thriller,Fallen,6.6
Crime,Shooting Fish,7.0
Fantasy,The Prophecy II,5.9
Drama,Fallen Angels,7.7
Action,Four Days in September,7.3
Adventure,Spice World,4.7
Adventure,Deep Rising,6.0
Thriller,Tainted,5.5
Drama,A Letter from Death Row,2.0
Comedy,Music from Another Room,5.7
Drama,Mother and Son,7.6
Action,The Replacement Killers,6.0
Romance,B. Monkey,5.8
Mystery,The Night Flier,5.7
Music,Blues Brothers 2000,5.2
Romance,Tokyo Fist,6.6
Comedy,Ride,6.8
Romance,The Wedding Singer,6.5
Science Fiction,Sphere,5.8
